источник,предмет,классы,сезон,этап,тип,файл,папка
ВсОШ,russ,10,2018-19,заключительный,прочее,90-ans-russ-10-tur1-final-18-9.pdf,deploy/всош/2018-19/final/русский
ВсОШ,russ,11,2018-19,заключительный,прочее,90-ans-russ-11-tur1-final-18-9.pdf,deploy/всош/2018-19/final/русский
ВсОШ,russ,10,2018-19,заключительный,прочее,90-tasks-russ-10-tur1-final-18-9.pdf,deploy/всош/2018-19/final/русский
ВсОШ,russ,11,2018-19,заключительный,прочее,90-tasks-russ-11-tur1-final-18-9.pdf,deploy/всош/2018-19/final/русский
ВсОШ,russ,9,2018-19,заключительный,прочее,90-ans-russ-9-tur1-final-18-9.pdf,deploy/всош/2018-19/final/русский
ВсОШ,iikt,"9,11",2018-19,заключительный,прочее,73-tasks-iikt-9-11-final-18-9.pdf,deploy/всош/2018-19/final/информатика
ВсОШ,iikt,"9,11",2018-19,заключительный,прочее,73-ans-iikt-9-11-final-18-9.pdf,deploy/всош/2018-19/final/информатика
ВсОШ,chem,9,2018-19,заключительный,прочее,76-tasks-chem-9-teor1-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,9,2018-19,заключительный,прочее,76-tasks-chem-9-11-teor2-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,9,2018-19,заключительный,прочее,76-tasks-chem-9-prak-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,11,2018-19,заключительный,прочее,76-ans-chem-11-teor1-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,"9,11",2018-19,заключительный,прочее,76-ans-chem-9-11-teor2-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,9,2018-19,заключительный,прочее,76-ans-chem-9-teor1-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,11,2018-19,заключительный,прочее,76-tasks-chem-11-teor1-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,10,2018-19,заключительный,прочее,76-ans-chem-10-teor1-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,9,2018-19,заключительный,прочее,76-ans-chem-9-prak-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,chem,10,2018-19,заключительный,прочее,76-tasks-chem-10-teor1-final-18-9.pdf,deploy/всош/2018-19/final/химия
ВсОШ,math,9,2018-19,заключительный,прочее,72-tasks-math-9-final-18-9.pdf,deploy/всош/2018-19/final/математика
ВсОШ,math,9,2018-19,заключительный,прочее,72-ans-math-9-final-18-9.pdf,deploy/всош/2018-19/final/математика
ВсОШ,phys,9,2018-19,заключительный,прочее,74-ans-phys-9-prak-final-18-9.pdf,deploy/всош/2018-19/final/физика
ВсОШ,phys,9,2018-19,заключительный,прочее,74-ans-phys-9-teor-final-18-9.pdf,deploy/всош/2018-19/final/физика
ВсОШ,phys,9,2018-19,заключительный,прочее,74-tasks-phys-9-teor-final-18-9.pdf,deploy/всош/2018-19/final/физика
ВсОШ,phys,9,2018-19,заключительный,прочее,74-tasks-phys-9-prak-final-18-9.pdf,deploy/всош/2018-19/final/физика
ВсОШ,russ,6,2018-19,школьный,задачи,tasks-russ-6-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,6,2018-19,школьный,ответы,ans-russ-6-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,7,2018-19,школьный,ответы,ans-russ-7-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,7,2018-19,школьный,задачи,tasks-russ-7-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,9,2018-19,школьный,ответы,ans-russ-9-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,9,2018-19,школьный,задачи,tasks-russ-9-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,8,2018-19,школьный,задачи,tasks-russ-8-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,8,2018-19,школьный,ответы,ans-russ-8-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,5,2018-19,школьный,ответы,ans-russ-5-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,5,2018-19,школьный,задачи,tasks-russ-5-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,4,2018-19,школьный,задачи,tasks-russ-4-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,russ,4,2018-19,школьный,ответы,ans-russ-4-sch-18-9.pdf,deploy/всош/2018-19/school/русский
ВсОШ,iikt,8,2018-19,школьный,задачи,tasks-iikt-7-8-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,iikt,6,2018-19,школьный,задачи,tasks-iikt-6-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,iikt,6,2018-19,школьный,ответы,ans-iikt-6-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,iikt,8,2018-19,школьный,ответы,ans-iikt-7-8-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,iikt,11,2018-19,школьный,задачи,tasks-iikt-9-11-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,iikt,11,2018-19,школьный,ответы,ans-iikt-9-11-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,iikt,5,2018-19,школьный,ответы,ans-iikt-5-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,iikt,5,2018-19,школьный,задачи,tasks-iikt-5-sch-18-9.pdf,deploy/всош/2018-19/school/информатика
ВсОШ,chem,9,2018-19,школьный,задачи,tasks-chem-9-sch-18-9.pdf,deploy/всош/2018-19/school/химия
ВсОШ,chem,8,2018-19,школьный,задачи,tasks-chem-7-8-sch-18-9.pdf,deploy/всош/2018-19/school/химия
ВсОШ,chem,9,2018-19,школьный,ответы,ans-chem-9-sch-18-9.pdf,deploy/всош/2018-19/school/химия
ВсОШ,chem,8,2018-19,школьный,ответы,ans-chem-7-8-sch-18-9.pdf,deploy/всош/2018-19/school/химия
ВсОШ,math,4,2018-19,школьный,ответы,ans-math-4-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,4,2018-19,школьный,задачи,tasks-math-4-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,5,2018-19,школьный,задачи,tasks-math-5-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,5,2018-19,школьный,ответы,ans-math-5-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,8,2018-19,школьный,ответы,ans-math-8-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,8,2018-19,школьный,задачи,tasks-math-8-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,9,2018-19,школьный,задачи,tasks-math-9-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,9,2018-19,школьный,ответы,ans-math-9-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,7,2018-19,школьный,задачи,tasks-math-7-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,7,2018-19,школьный,ответы,ans-math-7-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,6,2018-19,школьный,ответы,ans-math-6-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,math,6,2018-19,школьный,задачи,tasks-math-6-sch-18-9.pdf,deploy/всош/2018-19/school/математика
ВсОШ,phys,7,2018-19,школьный,ответы,ans-phys-7-sch-18-9.pdf,deploy/всош/2018-19/school/физика
ВсОШ,phys,7,2018-19,школьный,задачи,tasks-phys-7-sch-18-9.pdf,deploy/всош/2018-19/school/физика
ВсОШ,phys,8,2018-19,школьный,задачи,tasks-phys-8-sch-18-9.pdf,deploy/всош/2018-19/school/физика
ВсОШ,phys,8,2018-19,школьный,ответы,ans-phys-8-sch-18-9.pdf,deploy/всош/2018-19/school/физика
ВсОШ,phys,9,2018-19,школьный,ответы,ans-phys-9-sch-18-9.pdf,deploy/всош/2018-19/school/физика
ВсОШ,phys,9,2018-19,школьный,задачи,tasks-phys-9-sch-18-9.pdf,deploy/всош/2018-19/school/физика
ВсОШ,russ,9,2024-25,региональный,ответы,ans-russ-9-reg-24-25.pdf,deploy/всош/2024-25/reg/русский
ВсОШ,russ,9,2024-25,региональный,задачи,tasks-russ-9-reg-24-25.pdf,deploy/всош/2024-25/reg/русский
ВсОШ,iikt,"9,11",2024-25,региональный,задачи,tasks-iikt-9-11-day2-reg-24-25.pdf,deploy/всош/2024-25/reg/информатика
ВсОШ,iikt,"9,11",2024-25,региональный,ответы,ans-iikt-9-11-day1-2-reg-24-25.pdf,deploy/всош/2024-25/reg/информатика
ВсОШ,iikt,"9,11",2024-25,региональный,задачи,tasks-iikt-9-11-day1-reg-24-25.pdf,deploy/всош/2024-25/reg/информатика
ВсОШ,chem,9,2024-25,региональный,решения,sol-chem-9-prak-reg-24-25.pdf,deploy/всош/2024-25/reg/химия
ВсОШ,chem,9,2024-25,региональный,задачи,tasks-chem-9-teor-reg-24-25.pdf,deploy/всош/2024-25/reg/химия
ВсОШ,chem,9,2024-25,региональный,задачи,tasks-chem-9-prak-reg-24-25.pdf,deploy/всош/2024-25/reg/химия
ВсОШ,chem,9,2024-25,региональный,решения,sol-chem-9-teor-reg-24-25.pdf,deploy/всош/2024-25/reg/химия
ВсОШ,math,11,2024-25,региональный,решения,sol-math-9-day1-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,11,2024-25,региональный,решения,sol-math-11-day2-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,11,2024-25,региональный,задачи,tasks-math-11-day2-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,11,2024-25,региональный,задачи,tasks-math-11-day1-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,9,2024-25,региональный,решения,sol-math-9-day2-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,11,2024-25,региональный,решения,sol-math-11-day1-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,9,2024-25,региональный,задачи,tasks-math-9-day2-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,9,2024-25,региональный,задачи,tasks-math-9-day1-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,10,2024-25,региональный,задачи,tasks-math-10-day1-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,11,2024-25,региональный,решения,sol-math-10-day1-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,10,2024-25,региональный,решения,sol-math-10-day2-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,math,10,2024-25,региональный,задачи,tasks-math-10-day2-reg-24-25.pdf,deploy/всош/2024-25/reg/математика
ВсОШ,phys,9,2024-25,региональный,задачи,tasks-phys-9-teor-reg-24-25.pdf,deploy/всош/2024-25/reg/физика
ВсОШ,phys,"7,11",2024-25,региональный,решения,sol-maxwell_phys-7-11-prak-reg-24-25.pdf,deploy/всош/2024-25/reg/физика
ВсОШ,phys,9,2024-25,региональный,критерии,krit-phys-9-prak-reg-24-25.pdf,deploy/всош/2024-25/reg/физика
ВсОШ,phys,9,2024-25,региональный,критерии,krit-phys-9-teor-reg-24-25.pdf,deploy/всош/2024-25/reg/физика
ВсОШ,phys,9,2024-25,региональный,задачи,tasks-phys-9-prak-reg-24-25.pdf,deploy/всош/2024-25/reg/физика
ВсОШ,phys,"7,11",2024-25,региональный,решения,sol-maxwell_phys-7-11-teor-reg-24-25.pdf,deploy/всош/2024-25/reg/физика
ВсОШ,russ,9,2024-25,муниципальный,задачи,tasks-russ-9-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/русский
ВсОШ,russ,8,2024-25,муниципальный,задачи,tasks-russ-8-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/русский
ВсОШ,russ,7,2024-25,муниципальный,ответы,ans-russ-7-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/русский
ВсОШ,russ,7,2024-25,муниципальный,задачи,tasks-russ-7-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/русский
ВсОШ,russ,9,2024-25,муниципальный,ответы,ans-russ-9-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/русский
ВсОШ,russ,8,2024-25,муниципальный,ответы,ans-russ-8-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/русский
ВсОШ,iikt,8,2024-25,муниципальный,решения,sol-iikt-9-11-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/информатика
ВсОШ,iikt,8,2024-25,муниципальный,решения,sol-iikt-7-8-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/информатика
ВсОШ,iikt,11,2024-25,муниципальный,задачи,tasks-iikt-7-8-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/информатика
ВсОШ,iikt,11,2024-25,муниципальный,задачи,tasks-iikt-9-11-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/информатика
ВсОШ,chem,9,2024-25,муниципальный,решения,sol-chem-9-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/химия
ВсОШ,chem,9,2024-25,муниципальный,задачи,tasks-chem-9-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/химия
ВсОШ,chem,8,2024-25,муниципальный,решения,sol-chem-7-8-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/химия
ВсОШ,chem,8,2024-25,муниципальный,задачи,tasks-chem-7-8-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/химия
ВсОШ,math,7,2024-25,муниципальный,решения,sol-math-7-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/математика
ВсОШ,math,7,2024-25,муниципальный,задачи,tasks-math-7-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/математика
ВсОШ,math,8,2024-25,муниципальный,решения,sol-math-8-mun-msk-24-25.pdf,deploy/всош/2024-25/mun/математика
